,Area,longitude,latitude,Item,Element,Unit,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020
16032,Dominica,-61.370976,15.414999,"Cereals, Total",Yield,hg/ha,16017.0,15932.0,16134.0,16271.0,16496.0,16496.0
16323,Dominican Rep.,-70.162651,18.735693,"Cereals, Total",Yield,hg/ha,51098.0,47281.0,47304.0,46071.0,46525.0,45565.0
16713,Ecuador,-78.183406,-1.831239,"Cereals, Total",Yield,hg/ha,43229.0,37918.0,34154.0,39394.0,43289.0,39157.0
17122,Egypt,30.802498,26.820553,"Cereals, Total",Yield,hg/ha,71173.0,72515.0,74030.0,67786.0,60455.0,61879.0
17386,El Salvador,-88.89653,13.794185,"Cereals, Total",Yield,hg/ha,22881.0,27455.0,29097.0,23797.0,27770.0,27639.0
17679,Eritrea,39.782334,15.179384,"Cereals, Total",Yield,hg/ha,6424.0,6397.0,6406.0,6409.0,6404.0,6407.0
18022,Estonia,25.013607,58.595272,"Cereals, Total",Yield,hg/ha,43816.0,26584.0,39673.0,26249.0,44586.0,44115.0
18586,Ethiopia,40.489673,9.145,"Cereals, Total",Yield,hg/ha,23449.0,23522.0,25394.0,27298.0,28318.0,28613.0
19168,Fiji,179.414413,-16.578193,"Cereals, Total",Yield,hg/ha,30000.0,30013.0,30015.0,30022.0,30008.0,34452.0
19491,Finland,25.748151,61.92411,"Cereals, Total",Yield,hg/ha,36139.0,35733.0,39579.0,30527.0,42575.0,35893.0
19949,France,2.213749,46.227638,"Cereals, Total",Yield,hg/ha,75700.0,56682.0,73067.0,68291.0,74919.0,63842.0
20502,Gabon,11.609444,-0.803689,"Cereals, Total",Yield,hg/ha,15918.0,15902.0,16420.0,16081.0,16134.0,16211.0
20659,Gambia,-15.310139,13.443182,"Cereals, Total",Yield,hg/ha,7860.0,7808.0,6661.0,6820.0,4491.0,7448.0
20949,Georgia,43.356892,42.315407,"Cereals, Total",Yield,hg/ha,19594.0,25145.0,19771.0,25313.0,25379.0,26475.0
21347,Germany,10.451526,51.165691,"Cereals, Total",Yield,hg/ha,74978.0,71821.0,72699.0,61789.0,69520.0,71333.0
21615,Ghana,-1.023194,7.946527,"Cereals, Total",Yield,hg/ha,18303.0,18424.0,19123.0,18756.0,18919.0,19250.0
22086,Greece,21.824312,39.074208,"Cereals, Total",Yield,hg/ha,42149.0,42235.0,43172.0,37996.0,40435.0,41971.0
22312,Grenada,-61.604171,12.262776,"Cereals, Total",Yield,hg/ha,10028.0,9974.0,9974.0,10000.0,10000.0,10000.0
22552,Guadeloupe,-62.067641,16.995971,"Cereals, Total",Yield,hg/ha,,,,,,
22870,Guatemala,-90.230759,15.783471,"Cereals, Total",Yield,hg/ha,21157.0,21523.0,21533.0,21533.0,21674.0,21971.0
23098,Guinea,-9.696645,9.945587,"Cereals, Total",Yield,hg/ha,11224.0,11555.0,11650.0,11867.0,12686.0,13299.0
23297,Guinea-Bissau,-15.180413,11.803749,"Cereals, Total",Yield,hg/ha,13925.0,14043.0,13850.0,13926.0,14191.0,15026.0
23547,Guyana,-58.93018,4.860416,"Cereals, Total",Yield,hg/ha,35673.0,35153.0,36196.0,56939.0,37977.0,36659.0
23817,Haiti,-72.285215,18.971187,"Cereals, Total",Yield,hg/ha,9344.0,10218.0,10733.0,8422.0,15993.0,12717.0
24102,Honduras,-86.241905,15.199999,"Cereals, Total",Yield,hg/ha,18213.0,18909.0,18630.0,18510.0,18686.0,18901.0
24558,Hungary,19.503304,47.162494,"Cereals, Total",Yield,hg/ha,52434.0,64866.0,58355.0,62862.0,63658.0,66591.0
24712,Iceland,-19.020835,64.963051,"Cereals, Total",Yield,hg/ha,31869.0,32126.0,35238.0,26000.0,35909.0,48580.0
25117,India,78.96288,20.593684,"Cereals, Total",Yield,hg/ha,28567.0,30080.0,31213.0,32781.0,34049.0,32828.0
25464,Indonesia,113.921327,-0.789275,"Cereals, Total",Yield,hg/ha,53138.0,51587.0,51223.0,52440.0,52054.0,52796.0
25909,Iran,53.688046,32.427908,"Cereals, Total",Yield,hg/ha,22310.0,26533.0,20583.0,20538.0,20793.0,21408.0
26244,Iraq,43.679291,33.223191,"Cereals, Total",Yield,hg/ha,26935.0,30753.0,27478.0,26758.0,25864.0,25496.0
26567,Ireland,-8.24389,53.41291,"Cereals, Total",Yield,hg/ha,90082.0,82228.0,87836.0,68395.0,85052.0,71248.0
26953,Israel,34.851612,31.046051,"Cereals, Total",Yield,hg/ha,49789.0,48349.0,31959.0,24611.0,36234.0,38168.0
27436,Italy,12.56738,41.87194,"Cereals, Total",Yield,hg/ha,54022.0,55990.0,51748.0,53508.0,53362.0,56265.0
27719,Jamaica,-77.297508,18.109581,"Cereals, Total",Yield,hg/ha,11431.0,10903.0,11625.0,11482.0,11258.0,11143.0
28120,Japan,138.252924,36.204824,"Cereals, Total",Yield,hg/ha,63167.0,62534.0,62845.0,64047.0,65395.0,60503.0
28456,Jordan,36.238414,30.585164,"Cereals, Total",Yield,hg/ha,15187.0,18005.0,20394.0,15243.0,16418.0,17102.0
28807,Kazakhstan,66.923684,48.019573,"Cereals, Total",Yield,hg/ha,12781.0,13477.0,13550.0,13592.0,11542.0,12883.0
29219,Kenya,37.906193,-0.023559,"Cereals, Total",Yield,hg/ha,17727.0,13831.0,14259.0,17091.0,16078.0,18062.0
29492,Kuwait,47.481766,29.31166,"Cereals, Total",Yield,hg/ha,65439.0,52205.0,56562.0,104832.0,176204.0,103182.0
29852,Kyrgyzstan,74.766098,41.20438,"Cereals, Total",Yield,hg/ha,29990.0,31042.0,30934.0,31622.0,32339.0,32604.0
30081,Laos,102.495496,19.85627,"Cereals, Total",Yield,hg/ha,46082.0,46267.0,44977.0,45042.0,45133.0,47370.0
30428,Latvia,24.603189,56.879635,"Cereals, Total",Yield,hg/ha,45131.0,38284.0,42502.0,30263.0,43101.0,46628.0
30757,Lebanon,35.862285,33.854721,"Cereals, Total",Yield,hg/ha,32687.0,31555.0,28985.0,29665.0,31176.0,31001.0
30898,Lesotho,28.233608,-29.609988,"Cereals, Total",Yield,hg/ha,6583.0,4669.0,9868.0,7138.0,6954.0,8824.0
31071,Liberia,-9.429499,6.428055,"Cereals, Total",Yield,hg/ha,11291.0,10732.0,10595.0,10836.0,10980.0,11250.0
31330,Libya,17.228331,26.3351,"Cereals, Total",Yield,hg/ha,6653.0,6699.0,6809.0,6945.0,6760.0,6724.0
31713,Lithuania,23.881275,55.169438,"Cereals, Total",Yield,hg/ha,45646.0,38598.0,42302.0,31812.0,38589.0,47342.0
32032,Luxembourg,6.129583,49.815273,"Cereals, Total",Yield,hg/ha,60271.0,49997.0,53396.0,59935.0,59726.0,57368.0
32393,Madagascar,46.869107,-18.766947,"Cereals, Total",Yield,hg/ha,39109.0,39458.0,43360.0,26442.0,25751.0,24702.0
32708,Malawi,34.301525,-13.254308,"Cereals, Total",Yield,hg/ha,15906.0,13474.0,19031.0,15312.0,18740.0,20044.0
32996,Malaysia,101.975766,4.210484,"Cereals, Total",Yield,hg/ha,40542.0,40132.0,37974.0,38168.0,35522.0,36499.0
33100,Maldives,73.22068,3.202778,"Cereals, Total",Yield,hg/ha,22644.0,24512.0,24096.0,23765.0,23929.0,23529.0
33403,Mali,-3.996166,17.570692,"Cereals, Total",Yield,hg/ha,15755.0,16075.0,16019.0,17289.0,17677.0,16860.0
33734,Malta,14.375416,35.937496,"Cereals, Total",Yield,hg/ha,48238.0,48202.0,48802.0,,,
34124,Mauritania,-10.940835,21.00789,"Cereals, Total",Yield,hg/ha,12659.0,11545.0,18490.0,15080.0,18227.0,15538.0
34357,Mauritius,57.552152,-20.348404,"Cereals, Total",Yield,hg/ha,26959.0,34550.0,52348.0,52727.0,68800.0,90471.0
34855,Mexico,-102.552784,23.634501,"Cereals, Total",Yield,hg/ha,34701.0,37488.0,37997.0,38263.0,39924.0,38065.0
35166,Mongolia,103.846656,46.862496,"Cereals, Total",Yield,hg/ha,5747.0,12796.0,8437.0,13796.0,12719.0,12186.0
35381,Montenegro,19.37439,42.708678,"Cereals, Total",Yield,hg/ha,31465.0,32621.0,32875.0,33122.0,32064.0,33384.0
35828,Morocco,-7.09262,31.791702,"Cereals, Total",Yield,hg/ha,21407.0,9360.0,17576.0,22636.0,14541.0,7429.0
36087,Mozambique,35.529562,-18.665695,"Cereals, Total",Yield,hg/ha,7331.0,6508.0,6619.0,7892.0,8244.0,6721.0
36385,Myanmar,95.956223,21.913965,"Cereals, Total",Yield,hg/ha,36572.0,36068.0,36435.0,37071.0,36605.0,36459.0
36578,Namibia,18.49041,-22.95764,"Cereals, Total",Yield,hg/ha,3707.0,2615.0,4263.0,5025.0,5690.0,3197.0
36949,Nepal,84.124008,28.394857,"Cereals, Total",Yield,hg/ha,27439.0,26054.0,27957.0,29320.0,30936.0,31963.0
37315,Netherlands,5.291266,52.132633,"Cereals, Total",Yield,hg/ha,87528.0,77769.0,87945.0,79051.0,86542.0,79199.0
37482,New Caledonia,165.618042,-20.904305,"Cereals, Total",Yield,hg/ha,45411.0,57137.0,74006.0,82995.0,74530.0,84799.0
37825,New Zealand,174.885971,-40.900557,"Cereals, Total",Yield,hg/ha,80266.0,83838.0,84644.0,80642.0,81942.0,90292.0
38058,Nicaragua,-85.207229,12.865416,"Cereals, Total",Yield,hg/ha,19404.0,19337.0,21041.0,22818.0,22488.0,22237.0
38341,Niger,8.081666,17.607789,"Cereals, Total",Yield,hg/ha,5513.0,5365.0,5419.0,5547.0,5015.0,5602.0
38607,Nigeria,8.675277,9.081999,"Cereals, Total",Yield,hg/ha,14452.0,14409.0,13403.0,13876.0,14422.0,14200.0
39280,Norway,8.468946,60.472024,"Cereals, Total",Yield,hg/ha,48030.0,46516.0,45614.0,26562.0,48323.0,41963.0
39476,Oman,55.923255,21.512583,"Cereals, Total",Yield,hg/ha,139834.0,129276.0,129465.0,132144.0,132417.0,186241.0
39857,Pakistan,69.345116,30.375321,"Cereals, Total",Yield,hg/ha,29424.0,30207.0,31804.0,28872.0,28938.0,30208.0
40171,Palestine,35.233154,31.952162,"Cereals, Total",Yield,hg/ha,21104.0,24491.0,21551.0,21546.0,21907.0,22233.0
40392,Panama,-80.782127,8.537981,"Cereals, Total",Yield,hg/ha,24375.0,29925.0,29554.0,32272.0,32969.0,33742.0
40620,Papua New Guinea,143.95555,-6.314993,"Cereals, Total",Yield,hg/ha,47481.0,46439.0,46576.0,47221.0,46882.0,46732.0
40918,Paraguay,-58.443832,-23.442503,"Cereals, Total",Yield,hg/ha,41489.0,44255.0,44465.0,42257.0,46011.0,47065.0
41354,Peru,-75.015152,-9.189967,"Cereals, Total",Yield,hg/ha,42422.0,41873.0,42164.0,45311.0,43700.0,45629.0
41726,Philippines,121.774017,12.879721,"Cereals, Total",Yield,hg/ha,35561.0,35290.0,36923.0,36705.0,37379.0,37694.0
42142,Poland,19.145136,51.919438,"Cereals, Total",Yield,hg/ha,37278.0,40335.0,41996.0,33667.0,36053.0,47048.0
42586,Portugal,-8.224454,39.399872,"Cereals, Total",Yield,hg/ha,46069.0,44224.0,47597.0,48090.0,51440.0,48493.0
42820,Puerto Rico,-66.590149,18.220833,"Cereals, Total",Yield,hg/ha,30000.0,28302.0,21667.0,25658.0,25079.0,26212.0
43012,Qatar,51.183884,25.354826,"Cereals, Total",Yield,hg/ha,58474.0,46837.0,49964.0,87094.0,65649.0,84252.0
43350,South Korea,127.766922,35.907757,"Cereals, Total",Yield,hg/ha,68149.0,67927.0,66783.0,66075.0,65384.0,62118.0
43666,Moldova,28.369885,47.411631,"Cereals, Total",Yield,hg/ha,23709.0,31973.0,36519.0,36832.0,38590.0,18936.0
44378,Romania,24.96676,45.943161,"Cereals, Total",Yield,hg/ha,35439.0,39713.0,52277.0,59972.0,54575.0,34527.0
44767,Russia,105.318756,61.52401,"Cereals, Total",Yield,hg/ha,23917.0,26508.0,29672.0,26161.0,27141.0,29056.0
45031,Rwanda,29.873888,-1.940278,"Cereals, Total",Yield,hg/ha,14458.0,14640.0,12852.0,14338.0,14464.0,14592.0
45386,Saint Lucia,-60.978893,13.909444,"Cereals, Total",Yield,hg/ha,,,,,,
45584,Saint Vincent and the Grenadines,-61.287228,12.984305,"Cereals, Total",Yield,hg/ha,242188.0,247429.0,282250.0,278378.0,281250.0,292414.0
46107,Saudi Arabia,45.079162,23.885942,"Cereals, Total",Yield,hg/ha,55828.0,54409.0,56335.0,49002.0,49078.0,48604.0
46388,Senegal,-14.452362,14.497401,"Cereals, Total",Yield,hg/ha,13761.0,15732.0,14762.0,16443.0,16013.0,18216.0
46707,Serbia,21.005859,44.016521,"Cereals, Total",Yield,hg/ha,47873.0,61659.0,39675.0,61316.0,61272.0,65601.0
47371,Sierra Leone,-11.779889,8.460555,"Cereals, Total",Yield,hg/ha,13397.0,10923.0,11408.0,8118.0,15193.0,16317.0
47958,Slovakia,19.699024,48.669026,"Cereals, Total",Yield,hg/ha,50796.0,64304.0,48560.0,54097.0,53360.0,61298.0
48354,Slovenia,14.995463,46.151241,"Cereals, Total",Yield,hg/ha,62839.0,64646.0,55400.0,60719.0,65031.0,73927.0
48489,Solomon Is.,160.156194,-9.64571,"Cereals, Total",Yield,hg/ha,18792.0,19364.0,19102.0,19046.0,19174.0,19142.0
48679,Somalia,46.199616,5.152149,"Cereals, Total",Yield,hg/ha,5938.0,5074.0,5070.0,7092.0,5208.0,5003.0
49043,South Africa,22.937506,-30.559482,"Cereals, Total",Yield,hg/ha,35416.0,38212.0,57020.0,49388.0,43166.0,54072.0
49804,Spain,-3.74922,40.463667,"Cereals, Total",Yield,hg/ha,32431.0,38778.0,27702.0,42055.0,34455.0,45015.0
50093,Sri Lanka,80.771797,7.873054,"Cereals, Total",Yield,hg/ha,38493.0,38453.0,30546.0,37771.0,47374.0,47468.0
50366,Sudan,30.217636,12.862807,"Cereals, Total",Yield,hg/ha,5699.0,6848.0,6038.0,7306.0,5529.0,4459.0
50860,Suriname,-56.027783,3.919305,"Cereals, Total",Yield,hg/ha,45296.0,44330.0,48790.0,48684.0,45553.0,46376.0
51193,Sweden,18.643501,60.128161,"Cereals, Total",Yield,hg/ha,60536.0,54382.0,59923.0,35355.0,62921.0,59944.0
51531,Switzerland,8.227512,46.818188,"Cereals, Total",Yield,hg/ha,64319.0,51546.0,68002.0,63323.0,65981.0,69869.0
51927,Syria,38.996815,34.802075,"Cereals, Total",Yield,hg/ha,12774.0,11772.0,12334.0,7500.0,22038.0,18324.0
52188,Tajikistan,71.276093,38.861034,"Cereals, Total",Yield,hg/ha,32610.0,33487.0,34595.0,34044.0,36367.0,35005.0
52565,Thailand,100.992541,15.870032,"Cereals, Total",Yield,hg/ha,29587.0,30588.0,31723.0,31520.0,30217.0,30157.0
52780,Timor-Leste,125.727539,-8.874217,"Cereals, Total",Yield,hg/ha,25957.0,25679.0,26598.0,26925.0,28372.0,28700.0
53014,Togo,0.824782,8.619543,"Cereals, Total",Yield,hg/ha,12362.0,11308.0,11372.0,11452.0,11430.0,11723.0
53459,Trinidad and Tobago,-61.222503,10.691803,"Cereals, Total",Yield,hg/ha,11104.0,14445.0,16237.0,15349.0,11150.0,11468.0
53839,Tunisia,9.537499,33.886917,"Cereals, Total",Yield,hg/ha,11027.0,15412.0,13059.0,12255.0,19501.0,13271.0
54328,Turkey,35.243322,38.963745,"Cereals, Total",Yield,hg/ha,33078.0,31054.0,32574.0,31639.0,32008.0,33415.0
54538,Turkmenistan,59.556278,38.969719,"Cereals, Total",Yield,hg/ha,12086.0,14189.0,10851.0,12668.0,15701.0,15280.0
54829,Uganda,32.290275,1.373333,"Cereals, Total",Yield,hg/ha,20868.0,21342.0,22517.0,22878.0,23607.0,22429.0
55239,Ukraine,31.16558,48.379433,"Cereals, Total",Yield,hg/ha,41409.0,46516.0,43158.0,48522.0,49805.0,42959.0
55449,United Arab Emirates,53.847818,23.424076,"Cereals, Total",Yield,hg/ha,351905.0,334525.0,307774.0,208418.0,238318.0,260228.0
55715,United Kingdom,-3.435973,55.378051,"Cereals, Total",Yield,hg/ha,79809.0,70226.0,72290.0,67887.0,79460.0,62410.0
56057,Tanzania,34.888822,-6.369028,"Cereals, Total",Yield,hg/ha,14494.0,15704.0,16920.0,19389.0,18838.0,18094.0
56505,United States of America,-95.712891,37.09024,"Cereals, Total",Yield,hg/ha,74301.0,86142.0,82812.0,81961.0,80056.0,81750.0
56794,Uruguay,-55.765835,-32.522779,"Cereals, Total",Yield,hg/ha,41429.0,47667.0,50562.0,39404.0,53285.0,49627.0
57556,Uzbekistan,64.585262,41.377491,"Cereals, Total",Yield,hg/ha,48517.0,48569.0,43323.0,41542.0,46108.0,45557.0
57686,Vanuatu,166.959158,-15.376706,"Cereals, Total",Yield,hg/ha,6011.0,6018.0,6121.0,6161.0,6201.0,6241.0
57992,Venezuela,-66.58973,6.42375,"Cereals, Total",Yield,hg/ha,35057.0,34582.0,31227.0,40383.0,32672.0,34738.0
58256,Vietnam,108.277199,14.058324,"Cereals, Total",Yield,hg/ha,56012.0,54410.0,54344.0,56854.0,57158.0,57966.0
58557,Yemen,48.516388,15.552727,"Cereals, Total",Yield,hg/ha,7842.0,6870.0,6990.0,6828.0,8649.0,8339.0
59141,Zambia,27.849332,-13.133897,"Cereals, Total",Yield,hg/ha,30264.0,24322.0,24899.0,21682.0,23977.0,24796.0
59511,Zimbabwe,29.154857,-19.015438,"Cereals, Total",Yield,hg/ha,5575.0,4351.0,12027.0,12422.0,11737.0,10752.0
