,Area,longitude,latitude,Item,Element,Unit,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020
7046,Brunei,114.727669,4.535277,"Cereals, Total",Yield,hg/ha,21461.0,15587.0,16598.0,20038.0,19405.0,29437.0
7047,Brunei,114.727669,4.535277,"Cereals, Total",Production,tonnes,1983.0,1579.0,1527.0,1569.0,1500.0,2511.0
7525,Bulgaria,25.48583,42.733883,"Cereals, Total",Yield,hg/ha,46696.0,48178.0,54797.0,55617.0,57747.0,43734.0
7526,Bulgaria,25.48583,42.733883,"Cereals, Total",Production,tonnes,8570299.0,8752219.0,9475846.0,10109850.0,11130990.0,8598290.0
7772,Burkina Faso,-1.561593,12.238333,"Cereals, Total",Yield,hg/ha,11689.0,11368.0,10090.0,11523.0,11561.0,11704.0
7773,Burkina Faso,-1.561593,12.238333,"Cereals, Total",Production,tonnes,4189665.0,4567066.0,4063197.0,5180702.0,4939630.0,5122798.0
7991,Burundi,29.918886,-3.373056,"Cereals, Total",Yield,hg/ha,12042.0,14830.0,11255.0,13233.0,14465.0,13143.0
7992,Burundi,29.918886,-3.373056,"Cereals, Total",Production,tonnes,259662.0,467751.0,375075.0,459525.0,546812.0,466067.0
8371,Cambodia,104.990963,12.565679,"Cereals, Total",Yield,hg/ha,33781.0,35109.0,36137.0,37024.0,37597.0,38512.0
8372,Cambodia,104.990963,12.565679,"Cereals, Total",Production,tonnes,9735000.0,10615000.0,11268000.0,12124000.0,11781000.0,11910000.0
8697,Cameroon,12.354722,7.369722,"Cereals, Total",Yield,hg/ha,16153.0,16533.0,16706.0,16529.0,16534.0,16613.0
8698,Cameroon,12.354722,7.369722,"Cereals, Total",Production,tonnes,3645513.0,3820815.0,3623844.0,3697407.0,3718722.0,3733173.0
9018,Canada,-106.346771,56.130366,"Cereals, Total",Yield,hg/ha,36730.0,42391.0,41048.0,39146.0,40108.0,40794.0
9019,Canada,-106.346771,56.130366,"Cereals, Total",Production,tonnes,53563000.0,58905768.0,56770935.0,58726900.0,61473900.0,65013700.0
9236,Central African Rep.,20.939444,6.611111,"Cereals, Total",Yield,hg/ha,8841.0,8798.0,8966.0,8826.0,8626.0,8162.0
9237,Central African Rep.,20.939444,6.611111,"Cereals, Total",Production,tonnes,131506.0,142936.0,142000.0,142000.0,140211.0,136095.0
9447,Chad,18.732207,15.454166,"Cereals, Total",Yield,hg/ha,8019.0,8447.0,8252.0,8930.0,8863.0,8671.0
9448,Chad,18.732207,15.454166,"Cereals, Total",Production,tonnes,2452528.0,2873660.0,2716901.0,3021972.0,2925292.0,2882262.0
9805,Chile,-71.542969,-35.675147,"Cereals, Total",Yield,hg/ha,70823.0,68582.0,67808.0,71464.0,71593.0,62478.0
9806,Chile,-71.542969,-35.675147,"Cereals, Total",Production,tonnes,3788922.0,3872403.0,3471368.0,3660144.0,3294526.0,2759792.0
11205,China,104.195397,35.86166,"Cereals, Total",Yield,hg/ha,59852.0,60186.0,61107.0,61266.0,62672.0,62955.0
11206,China,104.195397,35.86166,"Cereals, Total",Production,tonnes,618165315.0,614697470.0,614076812.0,608917809.0,612794486.0,615518145.0
11585,Taiwan,120.960515,23.69781,"Cereals, Total",Yield,hg/ha,61669.0,56904.0,62844.0,70002.0,64923.0,65872.0
11586,Taiwan,120.960515,23.69781,"Cereals, Total",Production,tonnes,1758161.0,1758649.0,1947667.0,2133874.0,1977974.0,1964833.0
11971,Colombia,-74.297333,4.570868,"Cereals, Total",Yield,hg/ha,43017.0,43532.0,47080.0,46663.0,48507.0,50829.0
11972,Colombia,-74.297333,4.570868,"Cereals, Total",Production,tonnes,3998890.0,4396731.0,4647650.0,4349018.0,4434081.0,4925126.0
12134,Comoros,43.872219,-11.875001,"Cereals, Total",Yield,hg/ha,13516.0,14146.0,13755.0,13803.0,13901.0,13820.0
12135,Comoros,43.872219,-11.875001,"Cereals, Total",Production,tonnes,36500.0,37300.0,36666.0,36822.0,36929.0,36806.0
12366,Congo,15.827659,-0.228021,"Cereals, Total",Yield,hg/ha,8335.0,8456.0,8593.0,8691.0,8879.0,8844.0
12367,Congo,15.827659,-0.228021,"Cereals, Total",Production,tonnes,27621.0,28897.0,29798.0,29950.0,31272.0,30347.0
12803,Costa Rica,-83.753428,9.748917,"Cereals, Total",Yield,hg/ha,38316.0,40261.0,37310.0,42102.0,40524.0,33571.0
12804,Costa Rica,-83.753428,9.748917,"Cereals, Total",Production,tonnes,203816.0,213880.0,159571.0,197701.0,170322.0,151685.0
13098,Côte d'Ivoire,-5.54708,7.539989,"Cereals, Total",Yield,hg/ha,22003.0,22198.0,22761.0,22621.0,22643.0,22109.0
13099,Côte d'Ivoire,-5.54708,7.539989,"Cereals, Total",Production,tonnes,3308600.0,3159200.0,3290400.0,3214062.0,3139196.0,2817182.0
13489,Croatia,15.2,45.1,"Cereals, Total",Yield,hg/ha,56950.0,66655.0,57048.0,70556.0,71573.0,69924.0
13490,Croatia,15.2,45.1,"Cereals, Total",Production,tonnes,2802791.0,3573872.0,2659648.0,3243520.0,3513320.0,3746320.0
13760,Cuba,-77.781167,21.521757,"Cereals, Total",Yield,hg/ha,29646.0,29393.0,28543.0,28765.0,28331.0,25723.0
13761,Cuba,-77.781167,21.521757,"Cereals, Total",Production,tonnes,791666.0,930968.0,786203.0,812374.0,703097.0,525731.0
14149,Cyprus,33.429859,35.126413,"Cereals, Total",Yield,hg/ha,26830.0,4363.0,18027.0,10529.0,26563.0,23685.0
14150,Cyprus,33.429859,35.126413,"Cereals, Total",Production,tonnes,88127.0,10161.0,35836.0,25290.0,61280.0,75720.0
14545,Czechia,15.472962,49.817492,"Cereals, Total",Yield,hg/ha,58806.0,63170.0,54975.0,52069.0,56532.0,60427.0
14546,Czechia,15.472962,49.817492,"Cereals, Total",Production,tonnes,8187774.0,8600551.0,7460864.0,6970920.0,7646150.0,8126660.0
15113,North Korea,127.510093,40.339852,"Cereals, Total",Yield,hg/ha,36540.0,40797.0,40151.0,35105.0,43856.0,34762.0
15114,North Korea,127.510093,40.339852,"Cereals, Total",Production,tonnes,4481458.0,4975484.0,4844635.0,4235335.0,5703884.0,4662527.0
15385,Dem. Rep. Congo,21.758664,-4.038333,"Cereals, Total",Yield,hg/ha,7689.0,7793.0,7886.0,7973.0,8060.0,8577.0
15386,Dem. Rep. Congo,21.758664,-4.038333,"Cereals, Total",Production,tonnes,3120940.0,3267141.0,3460783.0,3535639.0,3579216.0,3551147.0
15714,Denmark,9.501785,56.26392,"Cereals, Total",Yield,hg/ha,68847.0,62220.0,69165.0,48888.0,69289.0,69263.0
15715,Denmark,9.501785,56.26392,"Cereals, Total",Production,tonnes,10047500.0,9154326.0,10027261.0,6923900.0,9517830.0,9467690.0
15844,Djibouti,42.590275,11.825138,"Cereals, Total",Yield,hg/ha,20000.0,21250.0,18889.0,18889.0,18889.0,18889.0
15845,Djibouti,42.590275,11.825138,"Cereals, Total",Production,tonnes,18.0,17.0,17.0,17.0,17.0,17.0
16032,Dominica,-61.370976,15.414999,"Cereals, Total",Yield,hg/ha,16017.0,15932.0,16134.0,16271.0,16496.0,16496.0
16033,Dominica,-61.370976,15.414999,"Cereals, Total",Production,tonnes,189.0,188.0,192.0,192.0,193.0,193.0
16323,Dominican Rep.,-70.162651,18.735693,"Cereals, Total",Yield,hg/ha,51098.0,47281.0,47304.0,46071.0,46525.0,45565.0
16324,Dominican Rep.,-70.162651,18.735693,"Cereals, Total",Production,tonnes,941950.0,899525.0,950213.0,1010916.0,970003.0,993899.0
16713,Ecuador,-78.183406,-1.831239,"Cereals, Total",Yield,hg/ha,43229.0,37918.0,34154.0,39394.0,43289.0,39157.0
16714,Ecuador,-78.183406,-1.831239,"Cereals, Total",Production,tonnes,3565065.0,2676163.0,2537922.0,2710163.0,2617067.0,2689665.0
17122,Egypt,30.802498,26.820553,"Cereals, Total",Yield,hg/ha,71173.0,72515.0,74030.0,67786.0,60455.0,61879.0
17123,Egypt,30.802498,26.820553,"Cereals, Total",Production,tonnes,23141275.0,23385497.0,22920861.0,17562759.0,21913681.0,22320185.0
17386,El Salvador,-88.89653,13.794185,"Cereals, Total",Yield,hg/ha,22881.0,27455.0,29097.0,23797.0,27770.0,27639.0
17387,El Salvador,-88.89653,13.794185,"Cereals, Total",Production,tonnes,854471.0,1072962.0,1030124.0,817563.0,921410.0,1019000.0
17679,Eritrea,39.782334,15.179384,"Cereals, Total",Yield,hg/ha,6424.0,6397.0,6406.0,6409.0,6404.0,6407.0
17680,Eritrea,39.782334,15.179384,"Cereals, Total",Production,tonnes,306990.0,303673.0,304923.0,305195.0,304597.0,304905.0
18022,Estonia,25.013607,58.595272,"Cereals, Total",Yield,hg/ha,43816.0,26584.0,39673.0,26249.0,44586.0,44115.0
18023,Estonia,25.013607,58.595272,"Cereals, Total",Production,tonnes,1535300.0,934051.0,1311893.0,919830.0,1624580.0,1632790.0
18586,Ethiopia,40.489673,9.145,"Cereals, Total",Yield,hg/ha,23449.0,23522.0,25394.0,27298.0,28318.0,28613.0
18587,Ethiopia,40.489673,9.145,"Cereals, Total",Production,tonnes,25837228.0,26587342.0,28763752.0,28364295.0,29672647.0,30248751.0
19168,Fiji,179.414413,-16.578193,"Cereals, Total",Yield,hg/ha,30000.0,30013.0,30015.0,30022.0,30008.0,34452.0
19169,Fiji,179.414413,-16.578193,"Cereals, Total",Production,tonnes,7428.0,9541.0,10067.0,8283.0,7172.0,9936.0
19491,Finland,25.748151,61.92411,"Cereals, Total",Yield,hg/ha,36139.0,35733.0,39579.0,30527.0,42575.0,35893.0
19492,Finland,25.748151,61.92411,"Cereals, Total",Production,tonnes,3685494.0,3566470.0,3421643.0,2768190.0,4036110.0,3415550.0
19949,France,2.213749,46.227638,"Cereals, Total",Yield,hg/ha,75700.0,56682.0,73067.0,68291.0,74919.0,63842.0
19950,France,2.213749,46.227638,"Cereals, Total",Production,tonnes,72875853.0,54398704.0,68730245.0,61839480.0,70378890.0,56849840.0
20502,Gabon,11.609444,-0.803689,"Cereals, Total",Yield,hg/ha,15918.0,15902.0,16420.0,16081.0,16134.0,16211.0
20503,Gabon,11.609444,-0.803689,"Cereals, Total",Production,tonnes,45415.0,46000.0,46854.0,46089.0,46314.0,46419.0
20659,Gambia,-15.310139,13.443182,"Cereals, Total",Yield,hg/ha,7860.0,7808.0,6661.0,6820.0,4491.0,7448.0
20660,Gambia,-15.310139,13.443182,"Cereals, Total",Production,tonnes,206609.0,179272.0,132939.0,112365.0,104778.0,173776.0
20949,Georgia,43.356892,42.315407,"Cereals, Total",Yield,hg/ha,19594.0,25145.0,19771.0,25313.0,25379.0,26475.0
20950,Georgia,43.356892,42.315407,"Cereals, Total",Production,tonnes,363416.0,431207.0,295251.0,370928.0,371431.0,412339.0
21347,Germany,10.451526,51.165691,"Cereals, Total",Yield,hg/ha,74978.0,71821.0,72699.0,61789.0,69520.0,71333.0
21348,Germany,10.451526,51.165691,"Cereals, Total",Production,tonnes,48866800.0,45364400.0,45556800.0,37948100.0,44302400.0,43265100.0
21615,Ghana,-1.023194,7.946527,"Cereals, Total",Yield,hg/ha,18303.0,18424.0,19123.0,18756.0,18919.0,19250.0
21616,Ghana,-1.023194,7.946527,"Cereals, Total",Production,tonnes,2753194.0,2798251.0,3126784.0,3573625.0,4360040.0,4570041.0
22086,Greece,21.824312,39.074208,"Cereals, Total",Yield,hg/ha,42149.0,42235.0,43172.0,37996.0,40435.0,41971.0
22087,Greece,21.824312,39.074208,"Cereals, Total",Production,tonnes,4297232.0,3962383.0,3682861.0,2993980.0,2944220.0,3105370.0
22312,Grenada,-61.604171,12.262776,"Cereals, Total",Yield,hg/ha,10028.0,9974.0,9974.0,10000.0,10000.0,10000.0
22313,Grenada,-61.604171,12.262776,"Cereals, Total",Production,tonnes,354.0,388.0,384.0,376.0,383.0,381.0
22552,Guadeloupe,-62.067641,16.995971,"Cereals, Total",Yield,hg/ha,,,,,,
22553,Guadeloupe,-62.067641,16.995971,"Cereals, Total",Production,tonnes,,,,,,
22870,Guatemala,-90.230759,15.783471,"Cereals, Total",Yield,hg/ha,21157.0,21523.0,21533.0,21533.0,21674.0,21971.0
22871,Guatemala,-90.230759,15.783471,"Cereals, Total",Production,tonnes,1938866.0,1986485.0,2037704.0,2065221.0,1957346.0,1984853.0
23098,Guinea,-9.696645,9.945587,"Cereals, Total",Yield,hg/ha,11224.0,11555.0,11650.0,11867.0,12686.0,13299.0
23099,Guinea,-9.696645,9.945587,"Cereals, Total",Production,tonnes,3532856.0,3648811.0,3774616.0,3911040.0,4286357.0,4666854.0
23297,Guinea-Bissau,-15.180413,11.803749,"Cereals, Total",Yield,hg/ha,13925.0,14043.0,13850.0,13926.0,14191.0,15026.0
23298,Guinea-Bissau,-15.180413,11.803749,"Cereals, Total",Production,tonnes,208495.0,225627.0,211238.0,224596.0,238628.0,252629.0
23547,Guyana,-58.93018,4.860416,"Cereals, Total",Yield,hg/ha,35673.0,35153.0,36196.0,56939.0,37977.0,36659.0
23548,Guyana,-58.93018,4.860416,"Cereals, Total",Production,tonnes,691784.0,538450.0,634104.0,968472.0,686418.0,691539.0
23817,Haiti,-72.285215,18.971187,"Cereals, Total",Yield,hg/ha,9344.0,10218.0,10733.0,8422.0,15993.0,12717.0
23818,Haiti,-72.285215,18.971187,"Cereals, Total",Production,tonnes,503125.0,485572.0,484000.0,415370.0,389868.0,370000.0
24102,Honduras,-86.241905,15.199999,"Cereals, Total",Yield,hg/ha,18213.0,18909.0,18630.0,18510.0,18686.0,18901.0
24103,Honduras,-86.241905,15.199999,"Cereals, Total",Production,tonnes,729021.0,701830.0,765611.0,791207.0,667782.0,753676.0
24558,Hungary,19.503304,47.162494,"Cereals, Total",Yield,hg/ha,52434.0,64866.0,58355.0,62862.0,63658.0,66591.0
24559,Hungary,19.503304,47.162494,"Cereals, Total",Production,tonnes,14145172.0,16643885.0,14017280.0,14885530.0,15650010.0,15566640.0
24712,Iceland,-19.020835,64.963051,"Cereals, Total",Yield,hg/ha,31869.0,32126.0,35238.0,26000.0,35909.0,48580.0
24713,Iceland,-19.020835,64.963051,"Cereals, Total",Production,tonnes,4637.0,7389.0,7400.0,3900.0,7900.0,7287.0
25117,India,78.96288,20.593684,"Cereals, Total",Yield,hg/ha,28567.0,30080.0,31213.0,32781.0,34049.0,32828.0
25118,India,78.96288,20.593684,"Cereals, Total",Production,tonnes,284333000.0,297850000.0,310782330.0,321556400.0,324300640.0,335035000.0
25464,Indonesia,113.921327,-0.789275,"Cereals, Total",Yield,hg/ha,53138.0,51587.0,51223.0,52440.0,52054.0,52796.0
25465,Indonesia,113.921327,-0.789275,"Cereals, Total",Production,tonnes,80643435.0,77609413.0,84176015.0,89454472.0,77190033.0,77149202.0
25909,Iran,53.688046,32.427908,"Cereals, Total",Yield,hg/ha,22310.0,26533.0,20583.0,20538.0,20793.0,21408.0
25910,Iran,53.688046,32.427908,"Cereals, Total",Production,tonnes,18255385.0,22419771.0,18113760.0,18650827.0,22555476.0,22012721.0
26244,Iraq,43.679291,33.223191,"Cereals, Total",Yield,hg/ha,26935.0,30753.0,27478.0,26758.0,25864.0,25496.0
26245,Iraq,43.679291,33.223191,"Cereals, Total",Production,tonnes,3471116.0,4007685.0,3735255.0,2615277.0,6913550.0,8885242.0
26567,Ireland,-8.24389,53.41291,"Cereals, Total",Yield,hg/ha,90082.0,82228.0,87836.0,68395.0,85052.0,71248.0
26568,Ireland,-8.24389,53.41291,"Cereals, Total",Production,tonnes,2635749.0,2312985.0,2394646.0,1784900.0,2267990.0,1892640.0
26953,Israel,34.851612,31.046051,"Cereals, Total",Yield,hg/ha,49789.0,48349.0,31959.0,24611.0,36234.0,38168.0
26954,Israel,34.851612,31.046051,"Cereals, Total",Production,tonnes,321746.0,262284.0,173798.0,150693.0,184118.0,245755.0
27436,Italy,12.56738,41.87194,"Cereals, Total",Yield,hg/ha,54022.0,55990.0,51748.0,53508.0,53362.0,56265.0
27437,Italy,12.56738,41.87194,"Cereals, Total",Production,tonnes,17694875.0,18219221.0,16251718.0,16548350.0,16363450.0,16945440.0
27719,Jamaica,-77.297508,18.109581,"Cereals, Total",Yield,hg/ha,11431.0,10903.0,11625.0,11482.0,11258.0,11143.0
27720,Jamaica,-77.297508,18.109581,"Cereals, Total",Production,tonnes,2365.0,2354.0,2540.0,2177.0,2059.0,2018.0
28120,Japan,138.252924,36.204824,"Cereals, Total",Yield,hg/ha,63167.0,62534.0,62845.0,64047.0,65395.0,60503.0
28121,Japan,138.252924,36.204824,"Cereals, Total",Production,tonnes,12141378.0,11924735.0,11903638.0,11575317.0,11830030.0,10922778.0
28456,Jordan,36.238414,30.585164,"Cereals, Total",Yield,hg/ha,15187.0,18005.0,20394.0,15243.0,16418.0,17102.0
28457,Jordan,36.238414,30.585164,"Cereals, Total",Production,tonnes,95323.0,99170.0,99289.0,84784.0,114217.0,95201.0
28807,Kazakhstan,66.923684,48.019573,"Cereals, Total",Yield,hg/ha,12781.0,13477.0,13550.0,13592.0,11542.0,12883.0
28808,Kazakhstan,66.923684,48.019573,"Cereals, Total",Production,tonnes,18585932.0,20410625.0,20129018.0,20014092.0,17497097.0,20179388.0
29219,Kenya,37.906193,-0.023559,"Cereals, Total",Yield,hg/ha,17727.0,13831.0,14259.0,17091.0,16078.0,18062.0
29220,Kenya,37.906193,-0.023559,"Cereals, Total",Production,tonnes,4523083.0,3892022.0,3711085.0,4805973.0,4621302.0,4881292.0
29492,Kuwait,47.481766,29.31166,"Cereals, Total",Yield,hg/ha,65439.0,52205.0,56562.0,104832.0,176204.0,103182.0
29493,Kuwait,47.481766,29.31166,"Cereals, Total",Production,tonnes,9312.0,5257.0,6103.0,11217.0,31382.0,20688.0
29852,Kyrgyzstan,74.766098,41.20438,"Cereals, Total",Yield,hg/ha,29990.0,31042.0,30934.0,31622.0,32339.0,32604.0
29853,Kyrgyzstan,74.766098,41.20438,"Cereals, Total",Production,tonnes,1753400.0,1763628.0,1720954.0,1783480.0,1823520.0,1901476.0
30081,Laos,102.495496,19.85627,"Cereals, Total",Yield,hg/ha,46082.0,46267.0,44977.0,45042.0,45133.0,47370.0
30082,Laos,102.495496,19.85627,"Cereals, Total",Production,tonnes,5618250.0,5701160.0,5232304.0,4566380.0,4328125.0,4837336.0
30428,Latvia,24.603189,56.879635,"Cereals, Total",Yield,hg/ha,45131.0,38284.0,42502.0,30263.0,43101.0,46628.0
30429,Latvia,24.603189,56.879635,"Cereals, Total",Production,tonnes,3021500.0,2703200.0,2692500.0,2057300.0,3163200.0,3497100.0
30757,Lebanon,35.862285,33.854721,"Cereals, Total",Yield,hg/ha,32687.0,31555.0,28985.0,29665.0,31176.0,31001.0
30758,Lebanon,35.862285,33.854721,"Cereals, Total",Production,tonnes,180116.0,181184.0,166851.0,163620.0,175491.0,174469.0
30898,Lesotho,28.233608,-29.609988,"Cereals, Total",Yield,hg/ha,6583.0,4669.0,9868.0,7138.0,6954.0,8824.0
30899,Lesotho,28.233608,-29.609988,"Cereals, Total",Production,tonnes,83010.0,25862.0,216192.0,158029.0,35279.0,98821.0
31071,Liberia,-9.429499,6.428055,"Cereals, Total",Yield,hg/ha,11291.0,10732.0,10595.0,10836.0,10980.0,11250.0
31072,Liberia,-9.429499,6.428055,"Cereals, Total",Production,tonnes,296000.0,335180.0,247495.0,257995.0,269000.0,270000.0
31330,Libya,17.228331,26.3351,"Cereals, Total",Yield,hg/ha,6653.0,6699.0,6809.0,6945.0,6760.0,6724.0
31331,Libya,17.228331,26.3351,"Cereals, Total",Production,tonnes,254600.0,299288.0,209417.0,279435.0,219380.0,209411.0
31713,Lithuania,23.881275,55.169438,"Cereals, Total",Yield,hg/ha,45646.0,38598.0,42302.0,31812.0,38589.0,47342.0
31714,Lithuania,23.881275,55.169438,"Cereals, Total",Production,tonnes,6066749.0,5120821.0,5074188.0,3999510.0,5207890.0,6544720.0
32032,Luxembourg,6.129583,49.815273,"Cereals, Total",Yield,hg/ha,60271.0,49997.0,53396.0,59935.0,59726.0,57368.0
32033,Luxembourg,6.129583,49.815273,"Cereals, Total",Production,tonnes,176516.0,139262.0,149291.0,157630.0,163590.0,146230.0
32393,Madagascar,46.869107,-18.766947,"Cereals, Total",Yield,hg/ha,39109.0,39458.0,43360.0,26442.0,25751.0,24702.0
32394,Madagascar,46.869107,-18.766947,"Cereals, Total",Production,tonnes,4057987.0,4138500.0,3888312.0,4251342.0,4456721.0,4459253.0
32708,Malawi,34.301525,-13.254308,"Cereals, Total",Yield,hg/ha,15906.0,13474.0,19031.0,15312.0,18740.0,20044.0
32709,Malawi,34.301525,-13.254308,"Cereals, Total",Production,tonnes,3001731.0,2531749.0,3711454.0,2925168.0,3703148.0,4028212.0
32996,Malaysia,101.975766,4.210484,"Cereals, Total",Yield,hg/ha,40542.0,40132.0,37974.0,38168.0,35522.0,36499.0
32997,Malaysia,101.975766,4.210484,"Cereals, Total",Production,tonnes,2803864.0,2804473.0,2643074.0,2708109.0,2413368.0,2389843.0
33100,Maldives,73.22068,3.202778,"Cereals, Total",Yield,hg/ha,22644.0,24512.0,24096.0,23765.0,23929.0,23529.0
33101,Maldives,73.22068,3.202778,"Cereals, Total",Production,tonnes,197.0,201.0,200.0,202.0,201.0,200.0
33403,Mali,-3.996166,17.570692,"Cereals, Total",Yield,hg/ha,15755.0,16075.0,16019.0,17289.0,17677.0,16860.0
33404,Mali,-3.996166,17.570692,"Cereals, Total",Production,tonnes,8055052.0,8849710.0,9296135.0,10159698.0,10451432.0,10352054.0
33734,Malta,14.375416,35.937496,"Cereals, Total",Yield,hg/ha,48238.0,48202.0,48802.0,,,
